"date","days_min0_degrees","days_min32_degrees","days_max32_degrees","days_max70_degrees","days_max90_degrees","numD_fog","numD_thunder","min_temp_ext","max_snow_depth","max_daily_snowfall","max_daily_rain","max_temp_ext","total_rain","total_snowfall","avrg_temp","avg_max_temp","avg_min_temp"
Apr 2017,0,0,0,19,1,11,5,3.9,0,0,39.9,32.8,66.6,0,17.67,22.74,12.6
May 2017,0,0,0,19,2,14,9,7.8,0,0,44.5,33.9,141.1,0,18.59,23.25,13.94
Jun 2017,0,0,0,29,8,4,3,13.3,0,0,13.5,35,28.7,0,25.17,30.22,20.12
Jul 2017,0,0,0,31,20,9,11,17.2,0,0,84.1,36.7,232.4,0,27.61,32.2,23.01
Aug 2017,0,0,0,30,9,11,8,16.7,0,0,37.3,33.3,116.4,0,25.23,29.24,21.22
Sep 2017,0,0,0,29,3,7,1,11.7,0,0,19.6,33.3,36.4,0,22.51,27.13,17.88
Oct 2017,0,0,0,23,0,10,2,6.1,0,0,24.6,30,51.2,0,18.28,23.15,13.41
Nov 2017,0,5,0,4,0,7,2,-3.2,0,0,27.2,25.6,51,0,9.9,14.75,5.04
Dec 2017,0,16,4,0,0,7,0,-8.8,50,38,4.6,18.3,12.9,48,4,7.94,0.07
Jan 2018,0,23,8,0,0,9,0,-13.2,30,20,9.4,20,23.9,30,2.09,7.07,-2.89
Feb 2018,0,6,0,3,0,14,1,-8.2,0,5,28.4,27.8,121.7,5,7.41,12,2.82
Mar 2018,0,8,0,2,0,7,0,-0.5,50,104,22.1,25.6,48.8,114,6.46,11.06,1.85
Apr 2018,0,0,0,8,0,8,2,1.1,0,0,47.8,30,91.3,0,12.73,18.15,7.32
May 2018,0,0,0,29,4,14,12,9.4,0,0,37.8,32.8,221.7,0,22.45,27.47,17.42
Jun 2018,0,0,0,29,6,9,11,13.3,0,0,41.9,35,132.3,0,24.54,29.19,19.9
Jul 2018,0,0,0,31,12,9,9,17.8,0,0,101.6,36.7,247.2,0,27.04,31.4,22.67
Aug 2018,0,0,0,31,17,10,15,17.2,0,0,62.5,34.4,131.9,0,27.23,31.56,22.9
Sep 2018,0,0,0,27,5,20,9,15,0,0,73.4,35,247.2,0,24.15,27.66,20.63
Oct 2018,0,0,0,15,1,9,1,3.3,0,0,38.4,32.2,77.8,0,16.98,21.11,12.85
Nov 2018,0,6,0,2,0,11,0,-2.1,0,36,36.6,24.4,192.4,36,8.08,11.67,4.49
Dec 2018,0,8,0,0,0,11,0,-3.2,0,0,64.8,19.4,147.8,0,6.37,10.05,2.7
Jan 2019,0,18,3,0,0,12,0,-12.1,250,211,26.2,17.8,83.8,293,2.91,6.82,-0.99
Feb 2019,0,10,1,1,0,14,0,-7.7,50,66,23.9,23.3,89.5,94,5.69,10,1.38
Mar 2019,0,5,0,4,0,8,1,-5.5,0,8,49.8,26.1,101.7,8,8.22,13.02,3.42
Apr 2019,0,0,0,23,0,9,6,1.1,0,0,18.3,28.9,57.1,0,16.86,22.32,11.4
May 2019,0,0,0,27,5,10,12,10,0,0,16.5,33.9,126.3,0,21.65,26.36,16.93
Jun 2019,0,0,0,30,9,7,14,12.2,0,0,29.5,35.6,108.5,0,24.63,29.55,19.72
Jul 2019,0,0,0,31,22,7,12,18.3,0,0,87.4,37.2,165.1,0,27.82,32.71,22.94
Aug 2019,0,0,0,31,16,5,15,17.8,0,0,22.9,36.7,50.6,0,26.7,31.54,21.87
Sep 2019,0,0,0,30,9,2,4,12.8,0,0,3.6,36.7,6.5,0,24.74,29.85,19.62
Oct 2019,0,0,0,16,1,7,1,6.7,0,0,40.6,36.7,169.1,0,17.85,22.42,13.28
Nov 2019,0,4,0,0,0,5,0,-3.2,0,0,10.7,20.6,34.9,0,7.83,12.17,3.48
Dec 2019,0,10,0,0,0,17,0,-5.5,0,8,19,19.4,83.3,11,5.65,9.66,1.64
Jan 2020,0,13,0,2,0,8,0,-4.9,0,5,31.2,22.2,71,5,5.8,9.91,1.68
Feb 2020,0,12,0,0,0,11,1,-5.5,0,0,20.1,18.3,81.6,0,6.6,11.07,2.12
Mar 2020,0,1,0,8,0,13,1,-3.2,0,0,11.7,28.3,58.7,0,11.76,16.7,6.82
Apr 2020,0,0,0,7,0,13,3,2.8,0,0,59.2,27.2,160.1,0,12.93,17.98,7.87
May 2020,0,0,0,18,0,11,1,2.8,0,0,23.6,30.6,63.2,0,17.65,22.41,12.89
Jun 2020,0,0,0,30,9,8,10,12.2,0,0,32,33.9,89.1,0,24.98,29.64,20.33
Jul 2020,0,0,0,31,28,9,10,21.7,0,0,51.8,37.2,165.3,0,28.82,33.74,23.9
Aug 2020,0,0,0,31,7,13,12,18.9,0,0,63,33.9,221.9,0,26.45,30.55,22.34
Sep 2020,0,0,0,26,2,12,2,7.8,0,0,73.2,32.8,140.8,0,21.22,25.54,16.89
Oct 2020,0,0,0,19,0,14,0,5,0,0,57.4,27.2,123.5,0,16.59,21.03,12.16
Nov 2020,0,1,0,7,0,12,1,0,0,0,60.7,24.4,156,0,12.4,17.33,7.47
Dec 2020,0,15,0,0,0,12,0,-4.9,0,0,33,18.9,126.1,0,5.25,9.2,1.3
Jan 2021,0,15,0,0,0,11,0,-4.3,0,58,20.6,14.4,49.1,66,3.69,7.49,-0.12
Feb 2021,0,20,3,0,0,16,0,-3.8,50,18,21.3,15.6,118.2,72,3.23,6.68,-0.21
Mar 2021,0,8,0,7,0,8,0,-2.1,0,0,42.9,28.9,96.6,0,10.67,16.09,5.25
Apr 2021,0,1,0,12,0,8,2,-0.5,0,0,15.5,31.1,55.9,0,14.54,20.41,8.68
May 2021,0,0,0,23,4,6,4,6.7,0,0,29.5,34.4,95.8,0,18.92,24.69,13.15
Jun 2021,0,0,0,30,7,8,8,13.9,0,0,46.5,35,140.1,0,24.77,29.43,20.1
Jul 2021,0,0,0,31,19,4,8,17.2,0,0,32.3,36.1,107.7,0,27.14,31.93,22.35
Aug 2021,0,0,0,31,16,10,13,18.9,0,0,60.5,35.6,230.3,0,27.15,31.66,22.63
Sep 2021,0,0,0,30,2,8,6,12.2,0,0,34,32.2,102.5,0,22.89,27.6,18.18
Oct 2021,0,0,0,23,0,13,1,8.3,0,0,39.4,28.3,83,0,19.05,23.35,14.75
Nov 2021,0,2,0,4,0,2,0,-1,0,0,16.3,23.3,24.9,0,8.83,13.89,3.77
Dec 2021,0,6,0,2,0,6,0,-2.1,0,0,4.1,21.1,16.1,0,8.66,13.15,4.16
Jan 2022,0,26,3,0,0,10,0,-8.8,180,175,25.1,18.9,93.4,312,1.48,5.55,-2.59
Feb 2022,0,15,0,2,0,8,0,-6,0,0,27.4,25,59.3,0,5.95,11.76,0.14
Mar 2022,0,8,0,9,0,8,1,-6,0,23,21.8,26.7,70.3,23,10.25,15.82,4.69
Apr 2022,0,0,0,10,0,5,3,3.9,0,0,23.1,30,96.9,0,13.86,19.2,8.52
May 2022,0,0,0,25,2,12,8,6.1,0,0,38.1,35.6,161.7,0,19.87,24.68,15.07
Jun 2022,0,0,0,30,5,6,7,14.4,0,0,42.2,37.2,75.3,0,24.43,29.29,19.57
Jul 2022,0,0,0,31,14,6,9,18.9,0,0,102.9,35.6,193.5,0,27.26,31.58,22.94
Aug 2022,0,0,0,31,15,7,9,17.8,0,0,23.6,36.1,61.6,0,26.9,31.76,22.05
Sep 2022,0,0,0,29,2,6,2,10.6,0,0,21.8,32.8,57.6,0,22.62,27.56,17.69
Oct 2022,0,0,0,10,0,12,0,3.3,0,0,14.5,27.2,70.7,0,14.54,19.5,9.57
Nov 2022,0,5,0,10,0,11,0,-3.2,0,0,31,27.2,67.3,0,11.43,16.29,6.56
Dec 2022,0,16,1,0,0,10,1,-12.7,0,0,47.8,18.3,98.2,0,4.52,9.15,-0.1
Jan 2023,0,7,0,0,0,15,0,-1.6,0,0,14.2,20.6,42,0,7.31,11.41,3.21
Feb 2023,0,6,0,1,0,7,0,-8.8,0,10,20.6,27.2,53,10,8.19,13.39,2.99
Mar 2023,0,2,0,3,0,9,1,-1.6,0,0,18.3,28.9,40.6,0,9.51,14.62,4.4
Apr 2023,0,0,0,18,0,7,5,4.4,0,0,38.9,31.1,90.6,0,16.73,22.72,10.74
May 2023,0,0,0,26,0,7,1,8.3,0,0,21.8,29.4,34.1,0,18.34,23.76,12.91
Jun 2023,0,0,0,29,4,6,5,14.4,0,0,21.1,34.4,53.3,0,23.36,28.74,17.98
Jul 2023,0,0,0,31,15,13,18,20.6,0,0,33.8,36.1,164.2,0,27.56,32.28,22.83
Sep 2023,0,0,0,27,6,7,5,12.8,0,0,34.5,37.2,91.6,0,22.99,27.58,18.39
